energy	bound difference	node count
-1.8499699939987997e2	1.6080689974540294e0	2e0
-1.8495699139827965e2	1.6289086276912272e0	2e0
-1.849169833966793e2	1.6152049073735217e0	2e0
-1.8487697539507903e2	1.643578851416396e0	2e0
-1.848369673934787e2	1.6449303034474296e0	2e0
-1.8479695939187837e2	1.646301886179274e0	2e0
-1.8475695139027806e2	1.6596824145306766e0	2e0
-1.8471694338867772e2	1.6610684647037908e0	2e0
-1.846769353870774e2	1.6624747576275305e0	2e0
-1.846369273854771e2	1.6554608701474764e0	2e0
-1.8459691938387678e2	1.6849170093440848e0	2e0
-1.8455691138227644e2	1.6863822645107656e0	2e0
-1.8451690338067613e2	1.687868011306934e0	2e0
-1.844768953790758e2	1.7013638527477226e0	2e0
-1.8443688737747547e2	1.723487828590182e0	2e0
-1.8439687937587516e2	1.7147088799390442e0	2e0
-1.8435687137427485e2	1.7282872083795249e0	2e0
-1.8431686337267453e2	1.7298574470553612e0	2e0
-1.842768553710742e2	1.7314485819553949e0	2e0
-1.842368473694739e2	1.7242127012357482e0	2e0
-1.8419683936787357e2	1.7678002499869345e0	2e0
-1.8415683136627322e2	1.7694970297201595e0	2e0
-1.8411682336467294e2	1.7712151699173209e0	2e0
-1.840768153630726e2	1.7849597266682553e0	2e0
-1.8403680736147228e2	1.786695005384611e0	2e0
-1.8399679935987197e2	1.7884517914288767e0	2e0
-1.8395679135827166e2	1.8022492045602803e0	2e0
-1.8391678335667132e2	1.804023408815897e0	2e0
-1.83876775355071e2	1.8276943576778872e0	2e0
-1.838367673534707e2	1.7979264039457357e0	2e0
-1.8379675935187035e2	1.8435047273250569e0	2e0
-1.8375675135027006e2	1.8454135897737673e0	2e0
-1.8371674334866972e2	1.847344622769027e0	2e0
-1.836767353470694e2	1.8613199401919733e0	2e0
-1.836367273454691e2	1.8632698138270127e0	2e0
-1.8359671934386876e2	1.8652420248392216e0	2e0
-1.8355671134226844e2	1.8792732593287413e0	2e0
-1.8351670334066813e2	1.881264615256454e0	2e0
-1.8347669533906782e2	1.9061235184602416e0	2e0
-1.8343668733746748e2	1.8746710974822556e0	2e0
-1.8339667933586716e2	1.9224014233033406e0	2e0
-1.8335667133426685e2	1.9245363669501712e0	2e0
-1.833166633326665e2	1.9325217282529765e0	2e0
-1.832766553310662e2	1.946763853712644e0	2e0
-1.8323664732946588e2	1.9489629134330808e0	2e0
-1.8319663932786557e2	1.963008695763317e0	2e0
-1.8315663132626523e2	1.9302643746200014e0	2e0
-1.831166233246649e2	1.9796371517148699e0	2e0
-1.830766153230646e2	1.9819462120729217e0	2e0
-1.8303660732146426e2	1.9487695262944251e0	2e0
-1.8299659931986398e2	1.9986813298097754e0	2e0
