position	wave function
1.2153390206996916e1	-2.6490739959222986e-46
1.2181141163681046e1	-2.7795102629079185e-46
1.2195016642023111e1	-2.8392247294613842e-46
1.2222767598707241e1	-2.947369686517005e-46
1.2250518555391372e1	-3.0401674126460884e-46
1.2278269512075502e1	-3.1173347892147266e-46
1.2306020468759632e1	-3.178677547199162e-46
1.2333771425443762e1	-3.224088026058742e-46
1.2361522382127893e1	-3.253542538168853e-46
1.2389273338812023e1	-3.267098378655422e-46
1.2417024295496153e1	-3.2648905201089376e-46
1.2444775252180284e1	-3.2471280310323167e-46
1.2472526208864414e1	-3.2140902560214228e-46
1.2500277165548544e1	-3.166122794614962e-46
1.2528028122232675e1	-3.1036333145090217e-46
1.2555779078916805e1	-3.0270872334383226e-46
1.2583530035600935e1	-2.9370033025007024e-46
1.2611280992285065e1	-2.833949122069829e-46
1.2639031948969196e1	-2.718536619723604e-46
1.2666782905653326e1	-2.5914175178339187e-46
1.2694533862337456e1	-2.453278816633703e-46
1.2722284819021587e1	-2.3048383167194076e-46
1.2750035775705717e1	-2.146840203073829e-46
1.2777786732389847e1	-1.980050710825748e-46
1.2805537689073978e1	-1.8052538911048303e-46
1.2833288645758108e1	-1.6232474935215124e-46
1.2861039602442238e1	-1.43483898000712e-46
1.2888790559126369e1	-1.2408416830021384e-46
1.2916541515810499e1	-1.0420711192867486e-46
1.2944292472494629e1	-8.393414691143172e-47
1.297204342917876e1	-6.334622287417823e-47
1.299979438586289e1	-4.252350429549337e-47
1.302754534254702e1	-2.154507227659774e-47
1.305529629923115e1	-4.886452117531039e-49
1.308304725591528e1	2.056968138356378e-47
1.3110798212599411e1	4.1555675747805717e-47
1.3138549169283541e1	6.239719142290605e-47
1.3166300125967672e1	8.302436955116219e-47
1.3194051082651802e1	1.033698220860666e-46
1.3221802039335932e1	1.2336879616939964e-46
1.3249552996020062e1	1.4295932000468043e-46
1.3277303952704193e1	1.6208233062721813e-46
1.3305054909388323e1	1.806817840336596e-46
1.3332805866072453e1	1.9870474818937012e-46
1.3360556822756584e1	2.1610147948052117e-46
1.3388307779440714e1	2.3282548321960015e-46
1.3416058736124844e1	2.488335588485983e-46
1.3443809692808975e1	2.6408583051367312e-46
1.3471560649493105e1	2.785457637089042e-46
1.3499311606177235e1	2.9218016870531794e-46
1.3527062562861365e1	3.04959191494726e-46
1.3554813519545496e1	3.1685629298681567e-46
1.3582564476229626e1	3.278482172024564e-46
1.3610315432913756e1	3.3791494920651893e-46
1.3638066389597887e1	3.4703966352050416e-46
1.3665817346282017e1	3.5520866374853344e-46
1.3693568302966147e1	3.624113141407815e-46
1.3721319259650278e1	3.686399638059832e-46
1.3749070216334408e1	3.738898642699305e-46
1.3776821173018538e1	3.781590810598002e-46
1.3804572129702668e1	3.8144839997518314e-46
1.3832323086386799e1	3.837612286864066e-46
1.388782499975506e1	3.854835373340142e-46
1.394332691312332e1	3.834017304993779e-46
1.399882882649158e1	3.7762661384896134e-46
1.4054330739859841e1	3.6830044667866984e-46
1.4109832653228102e1	3.555932570853926e-46
1.4165334566596362e1	3.3969915569455682e-46
1.4220836479964623e1	3.2083269609102818e-46
1.4276338393332884e1	2.9922532355016264e-46
1.4331840306701144e1	2.7512194735544493e-46
1.4387342220069405e1	2.487776659916431e-46
1.4442844133437665e1	2.2045466887332046e-46
1.4498346046805926e1	1.904193330467926e-46
1.4553847960174187e1	1.5893952851508775e-46
1.4609349873542447e1	1.262821414928564e-46
1.4664851786910708e1	9.271082100565969e-47
1.4720353700278968e1	5.84839507996502e-47
1.4775855613647229e1	2.3852845512096556e-47
1.483135752701549e1	-1.0939832547405367e-47
1.488685944038375e1	-4.56614418621653e-47
1.494236135375201e1	-8.009052311531642e-47
1.4997863267120271e1	-1.1401776272959402e-46
1.5053365180488532e1	-1.4724676891293523e-46
1.5108867093856793e1	-1.7959467147905893e-46
1.5164369007225053e1	-2.1089255735133608e-46
1.5219870920593314e1	-2.4098575406826604e-46
1.5275372833961574e1	-2.697339738171715e-46
1.5330874747329835e1	-2.9701133055472763e-46
1.5386376660698096e1	-3.227062426536992e-46
1.5441878574066356e1	-3.467212332674375e-46
1.5497380487434617e1	-3.6897264024838295e-46
1.5552882400802877e1	-3.893902470139338e-46
1.5608384314171138e1	-4.079168452401434e-46
1.5663886227539399e1	-4.2450773969669074e-46
1.571938814090766e1	-4.391302049300714e-46
1.577489005427592e1	-4.517629028683991e-46
1.583039196764418e1	-4.6239526977210695e-46
1.5885893881012441e1	-4.710268802994123e-46
1.5941395794380702e1	-4.7766679580243835e-46
1.5996897707748962e1	-4.8233290332621434e-46
1.6052399621117225e1	-4.850512511543453e-46
1.6107901534485485e1	-4.858553861366491e-46
1.6163403447853746e1	-4.847856974498472e-46
1.6218905361222006e1	-4.81888770884989e-46
1.6274407274590267e1	-4.772167572271597e-46
1.6329909187958528e1	-4.708267577959204e-46
1.638541110132679e1	-4.627802297496938e-46
1.644091301469505e1	-4.531424133243717e-46
1.649641492806331e1	-4.419817827762211e-46
1.655191684143157e1	-4.293695224307974e-46
1.660741875479983e1	-4.15379028903101e-46
1.666292066816809e1	-4.00085440248256e-46
1.6718422581536352e1	-3.8356519252570564e-46
1.6773924494904612e1	-3.658956040119497e-46
1.6829426408272873e1	-3.471544870761224e-46
1.6884928321641134e1	-3.2741978753736815e-46
1.6940430235009394e1	-3.0676925115170032e-46
1.6995932148377655e1	-2.852801167275082e-46
1.7051434061745915e1	-2.6302883524111394e-46
1.7106935975114176e1	-2.4009081421558162e-46
1.71971265843376e1	-2.0154230367868243e-46
1.730813041107412e1	-1.5233298073553864e-46
1.7419134237810642e1	-1.0169122732396238e-46
1.7530138064547163e1	-5.013522485438675e-47
1.7641141891283684e1	1.8528599630329572e-48
1.7752145718020206e1	5.382912203589879e-47
1.7863149544756727e1	1.0538923307946827e-46
1.7974153371493248e1	1.5616895480757615e-46
1.808515719822977e1	2.058439727213771e-46
1.819616102496629e1	2.541291644870263e-46
1.830716485170281e1	3.0077740737442855e-46
