position	wave function
6.503035521029875e0	-1.655953850032786e-54
6.5065046879211605e0	-3.32431760431329e-54
6.509973854812446e0	-5.0258046648619626e-54
6.513443021703732e0	-6.776995618916465e-54
6.516912188595017e0	-8.594702980982398e-54
6.520381355486303e0	-1.0496126653596103e-53
6.523850522377589e0	-1.2499008250566112e-53
6.527319689268874e0	-1.462178571145945e-53
6.53078885616016e0	-1.6883749572561592e-53
6.5342580230514455e0	-1.9305202210493126e-53
6.537727189942731e0	-2.1907621338819847e-53
6.541196356834017e0	-2.471382901425215e-53
6.544665523725302e0	-2.7748167396447126e-53
6.548134690616588e0	-3.1036682503213815e-53
6.551603857507874e0	-3.4607317210388814e-53
6.555073024399159e0	-3.8490114762248576e-53
6.558542191290445e0	-4.271743408358136e-53
6.5620113581817305e0	-4.732417821808951e-53
6.565480525073016e0	-5.234803725931203e-53
6.568949691964302e0	-5.782974718954701e-53
6.572418858855587e0	-6.381336609914421e-53
6.575888025746873e0	-7.034656932288625e-53
6.579357192638159e0	-7.74809651019751e-53
6.582826359529444e0	-8.527243245935526e-53
6.58629552642073e0	-9.378148306276118e-53
6.5897646933120155e0	-1.0307364894407055e-52
6.593233860203301e0	-1.132198980453386e-52
6.596703027094587e0	-1.242970796715027e-52
6.600172193985872e0	-1.3638840204724842e-52
6.603641360877158e0	-1.495839443012127e-52
6.607110527768444e0	-1.639812053347664e-52
6.610579694659729e0	-1.7968569217524896e-52
6.614048861551015e0	-1.9681155056513652e-52
6.6175180284423005e0	-2.1548224069938305e-52
6.620987195333586e0	-2.3583126119350247e-52
6.624456362224872e0	-2.58002924545136e-52
6.627925529116157e0	-2.821531875422662e-52
6.631394696007443e0	-3.0845054027225658e-52
6.634863862898729e0	-3.370769575980301e-52
6.638333029790014e0	-3.6822891719118185e-52
6.6418021966813e0	-4.02118488447168e-52
6.6452713635725855e0	-4.3897449685567596e-52
6.648740530463871e0	-4.790437686596274e-52
6.652209697355157e0	-5.225924609103328e-52
6.655678864246442e0	-5.699074823140481e-52
6.659148031137728e0	-6.212980105672262e-52
6.662617198029014e0	-6.770971121948448e-52
6.666086364920299e0	-7.376634712386355e-52
6.669555531811585e0	-8.033832334904847e-52
6.6730246987028705e0	-8.746719733314695e-52
6.676493865594156e0	-9.519767906193588e-52
6.679963032485442e0	-1.0357785454676638e-51
6.683432199376727e0	-1.1265942391778046e-51
6.686901366268013e0	-1.224979550024026e-51
6.690370533159299e0	-1.3315315330482462e-51
6.693839700050584e0	-1.4468914934999397e-51
6.69730886694187e0	-1.5717480440554256e-51
6.7007780338331555e0	-1.7068403564720115e-51
6.704247200724441e0	-1.8529616188760327e-51
6.707716367615727e0	-2.010962710450653e-51
6.711185534507012e0	-2.181756105879872e-51
6.714654701398298e0	-2.3663200225209707e-51
6.718123868289584e0	-2.5657028239184624e-51
6.721593035180869e0	-2.781027693939812e-51
6.725062202072155e0	-3.013497596507258e-51
6.7285313689634405e0	-3.264400536621884e-51
6.732000535854726e0	-3.535115139126289e-51
6.735469702746012e0	-3.827116562431655e-51
6.738938869637297e0	-4.1419827652450834e-51
6.742408036528583e0	-4.4814011451721225e-51
6.745877203419869e0	-4.847175568942167e-51
6.749346370311154e0	-5.241233814907789e-51
6.75281553720244e0	-5.665635449406788e-51
6.7562847040937255e0	-6.122580159545291e-51
6.759753870985011e0	-6.61441656596708e-51
6.763223037876297e0	-7.143651540212816e-51
6.766692204767582e0	-7.712960052351453e-51
