mass scale factor	scattering length real	scattering length imag
9.665665665665666e-1	1.8685320021372664e1	-8.556464953019503e-13
9.669669669669669e-1	1.8418571547510737e1	-3.6972553737105906e-13
9.673673673673674e-1	1.815020008883056e1	-4.270824897887031e-13
9.677677677677677e-1	1.788016771476371e1	6.156332571398428e-13
9.681681681681682e-1	1.7608432577666708e1	-7.987855461105879e-13
9.685685685685685e-1	1.7334958336512805e1	1.8693053575675849e-13
9.68968968968969e-1	1.7059703120548903e1	8.980256570529368e-13
9.693693693693693e-1	1.6782622839985684e1	-3.784303126147638e-13
9.697697697697698e-1	1.650367940346723e1	4.4263941818808586e-13
9.701701701701702e-1	1.6222824566561446e1	-7.995833856937779e-13
9.705705705705706e-1	1.5940017463214613e1	-9.586767310173464e-13
9.70970970970971e-1	1.5655211916828364e1	4.35270262997962e-13
9.713713713713714e-1	1.5368361614386844e1	9.63084605561974e-13
9.717717717717718e-1	1.507942004070926e1	-9.793233349916178e-13
9.721721721721721e-1	1.4788337450655263e1	-9.439227742592956e-13
9.725725725725726e-1	1.4495066294770679e1	9.5947628765872e-14
9.72972972972973e-1	1.4199555326451613e1	-3.8359794889763787e-13
9.733733733733734e-1	1.3901754265660456e1	-2.607985108157816e-14
9.737737737737737e-1	1.3601607698645893e1	-4.4059403883056965e-13
9.741741741741742e-1	1.3299064751566243e1	9.349454322117416e-13
9.745745745745746e-1	1.2994067075613597e1	-4.249207768837849e-14
9.74974974974975e-1	1.2686561903506435e1	7.183459434372243e-13
9.753753753753753e-1	1.2376488627778944e1	-4.036166019078471e-13
9.757757757757758e-1	1.2063789553142659e1	4.0573815868380986e-13
9.761761761761762e-1	1.1748402611823233e1	-6.958777340708882e-13
9.765765765765766e-1	1.1430268523443859e1	7.00219730409412e-13
9.769769769769769e-1	1.1109321066084256e1	-2.979822594286104e-13
9.773773773773774e-1	1.07854954661695e1	4.4577208112630886e-14
9.777777777777777e-1	1.0458725877974294e1	5.894852937299924e-14
9.781781781781782e-1	1.012894256839656e1	9.434028281997045e-13
9.785785785785786e-1	9.796076550819743e0	3.3335672325861945e-13
9.78978978978979e-1	9.460053786977346e0	6.848083373273899e-13
9.793793793793794e-1	9.120802704899706e0	-3.030155175609399e-13
9.797797797797798e-1	8.778245826004504e0	-3.5818233498701266e-13
9.801801801801802e-1	8.432303720769452e0	-5.033778526270091e-13
9.805805805805806e-1	8.082898980831539e0	8.133599910152544e-14
9.80980980980981e-1	7.729947006432528e0	-1.060033369982309e-12
9.813813813813814e-1	7.3733669619271085e0	-8.49751428463053e-13
9.817817817817818e-1	7.013067022935998e0	-2.983789969531071e-13
9.821821821821821e-1	6.6489619268172975e0	2.174346125890959e-13
9.825825825825826e-1	6.280956926384953e0	1.8345917723925926e-13
9.82982982982983e-1	5.908960136929017e0	4.774020333865991e-13
9.833833833833834e-1	5.532871705962661e0	-8.636842214366155e-13
9.837837837837837e-1	5.1525933302612765e0	5.711790106091717e-13
9.841841841841842e-1	4.768022290869003e0	-4.816000432234617e-13
9.845845845845846e-1	4.379051425011091e0	3.5272763764398e-13
9.84984984984985e-1	3.9855736257979815e0	-4.1689766059418943e-13
9.853853853853853e-1	3.5874741409806816e0	1.1117051817103748e-12
9.857857857857858e-1	3.184638880564187e0	-8.647829954488269e-13
9.861861861861863e-1	2.7769477162465397e0	-8.418672899422955e-14
9.865865865865866e-1	2.364278151518007e0	-3.563300986491467e-13
9.86986986986987e-1	1.9465030825249219e0	4.3939901160591334e-13
9.873873873873874e-1	1.5234917226499096e0	-1.3144151678413195e-13
9.877877877877878e-1	1.0951071112769248e0	-4.772881194544277e-13
9.881881881881882e-1	6.612144147747447e-1	-3.827873354339267e-14
9.885885885885886e-1	2.2166600269130132e-1	7.922217875826734e-13
9.88988988988989e-1	-2.2368502505480328e-1	1.3128619779165615e-14
9.893893893893894e-1	-6.749929299292105e-1	-4.3313591921917744e-13
9.897897897897898e-1	-1.1324160775494985e0	5.046003786349597e-13
9.901901901901902e-1	-1.5961176581162535e0	1.0259299474684604e-12
9.905905905905906e-1	-2.066268519256526e0	-2.5813921721223903e-13
9.90990990990991e-1	-2.5430415647902946e0	-5.842720653143308e-13
9.913913913913914e-1	-3.0266211420998186e0	2.6828269250523796e-13
9.917917917917918e-1	-3.517191216331751e0	7.375639066598977e-13
9.921921921921921e-1	-4.014949676865522e0	-8.668652252342475e-13
9.925925925925926e-1	-4.520095312318004e0	-4.4096760839281554e-13
9.92992992992993e-1	-5.032836856735116e0	1.5846830547626108e-13
9.933933933933934e-1	-5.553389253697422e0	-1.1185608843051691e-12
9.937937937937937e-1	-6.0819779981366775e0	-4.0004506946278945e-13
9.941941941941942e-1	-6.618834540798973e0	-3.870650091020047e-13
9.945945945945946e-1	-7.1641998404206655e0	-1.082367909005121e-12
9.94994994994995e-1	-7.718322982651784e0	7.024755599256695e-13
9.953953953953953e-1	-8.281464249239878e0	-5.664506769026669e-13
9.957957957957958e-1	-8.853892057788384e0	4.048117190630988e-13
9.961961961961963e-1	-9.43588609681765e0	-6.9242117660693e-13
9.965965965965966e-1	-1.0027738428766666e1	-2.138619944240475e-13
9.96996996996997e-1	-1.0629750660085175e1	-4.925870815532377e-13
9.973973973973974e-1	-1.1242236374513334e1	3.9689624476075236e-13
9.977977977977978e-1	-1.1865523080322525e1	-7.025338864897628e-13
9.981981981981982e-1	-1.2499952330273715e1	7.863644880349573e-13
9.985985985985986e-1	-1.314587911221807e1	3.7045564150530155e-13
9.98998998998999e-1	-1.3803670696145646e1	1.1774027639547373e-12
9.993993993993994e-1	-1.4473714414668594e1	-3.15383383162601e-13
9.997997997997998e-1	-1.5156411274743878e1	-2.2368237597499166e-13
1.0002002002002002e0	-1.5852180980300878e1	-7.211026752406894e-13
1.0006006006006005e0	-1.6561459499015196e1	6.777814437160915e-13
1.001001001001001e0	-1.728470456232533e1	-7.16712213873687e-13
1.0014014014014014e0	-1.8022393511688737e1	6.962182360206584e-13
1.0018018018018018e0	-1.8775024998587256e1	1.4524511897878973e-13
1.0022022022022021e0	-1.954312134523801e1	-4.606321921839958e-13
1.0026026026026025e0	-2.03272266340652e1	2.9797044357511314e-13
1.003003003003003e0	-2.1127914300095206e1	-7.440380222221125e-13
1.0034034034034034e0	-2.194578132369889e1	9.798429786785205e-14
1.0038038038038037e0	-2.278145816111521e1	4.136768436867724e-13
1.0042042042042043e0	-2.3635598890868206e1	-2.61423376186514e-13
1.0046046046046047e0	-2.4508896346679766e1	-7.449752082349467e-13
1.005005005005005e0	-2.5402074258461358e1	-4.81747755192616e-13
1.0054054054054054e0	-2.6315895443372515e1	-5.861854052892327e-13
1.0058058058058057e0	-2.7251159527170806e1	-4.965555734619765e-13
1.0062062062062063e0	-2.8208707676851464e1	1.97314977764603e-13
1.0066066066066066e0	-2.9189427523872098e1	3.961080287500261e-13
1.007007007007007e0	-3.0194252325647156e1	-5.346713662726642e-13
1.0074074074074075e0	-3.1224165344318596e1	3.5788170627184164e-13
1.0078078078078079e0	-3.2280205701466656e1	-5.806766775207832e-13
1.0082082082082082e0	-3.3363467065275195e1	-9.186023852057749e-13
1.0086086086086086e0	-3.447510652509261e1	9.001173517691582e-13
1.009009009009009e0	-3.5616348805804876e1	1.4668891915515478e-13
1.0094094094094095e0	-3.678848572207206e1	2.819425772746677e-13
1.0098098098098098e0	-3.799288967903144e1	2.9644504102482e-13
1.0102102102102102e0	-3.923101062983165e1	1.5032507143902653e-13
1.0106106106106105e0	-4.05043903595355e1	5.523810125466841e-13
1.011011011011011e0	-4.181466080390524e1	4.734854939729059e-13
1.0114114114114114e0	-4.316356257289214e1	7.610354898287577e-13
1.0118118118118118e0	-4.455293975437518e1	6.703993300267899e-13
1.0122122122122121e0	-4.59847579978093e1	9.056716805546965e-13
1.0126126126126127e0	-4.746111372601233e1	-4.851160879920628e-13
1.013013013013013e0	-4.898424383649359e1	4.4334383860326456e-13
1.0134134134134134e0	-5.055653230051049e1	4.531141603544541e-13
1.0138138138138137e0	-5.218053190674121e1	5.769333494595974e-13
1.0142142142142143e0	-5.385897147847669e1	3.5519200838060013e-13
1.0146146146146147e0	-5.5594777085625445e1	-3.2479955426593474e-13
1.015015015015015e0	-5.7391088252537756e1	8.035894703330696e-13
1.0154154154154154e0	-5.925127671793717e1	-4.662998856579783e-13
1.0158158158158157e0	-6.117896492205065e1	-8.082816080368839e-13
1.0162162162162163e0	-6.3178062071058385e1	9.98688512529758e-13
1.0166166166166166e0	-6.525277692314161e1	-8.426174023001251e-13
1.017017017017017e0	-6.740765993994225e1	1.6986705779975945e-14
1.0174174174174175e0	-6.964763074670044e1	2.6223951753723016e-13
1.0178178178178179e0	-7.197802101341541e1	-4.3560459222937385e-13
1.0182182182182182e0	-7.440461365006843e1	-3.422889727026744e-13
1.0186186186186186e0	-7.693370336560643e1	-6.433887462773937e-14
1.019019019019019e0	-7.957213353779298e1	3.869220583824632e-14
1.0194194194194195e0	-8.232737957745228e1	1.0808300368342355e-13
1.0198198198198198e0	-8.520760964842542e1	7.654089429443041e-13
1.0202202202202202e0	-8.822176889083785e1	3.0043527011630156e-13
1.0206206206206205e0	-9.137968187872592e1	-7.133410239509391e-13
1.021021021021021e0	-9.469215444555373e1	4.1690301651406603e-13
1.0214214214214214e0	-9.81711017632721e1	8.200409085639335e-13
1.0218218218218218e0	-1.0182969425823589e2	5.843335268544948e-13
1.0222222222222221e0	-1.0568253372092815e2	-2.5580630452898357e-13
1.0226226226226227e0	-1.0974584206525593e2	-5.965503026765249e-13
1.023023023023023e0	-1.1403770289233007e2	3.05326519392088e-14
1.0234234234234234e0	-1.1857832844687431e2	-2.2594254191505276e-13
1.0238238238238238e0	-1.2339038720582337e2	2.942262493278138e-13
1.0242242242242243e0	-1.2849938619839713e2	6.621788825158304e-13
1.0246246246246247e0	-1.3393413421963726e2	-5.418260702031738e-13
1.025025025025025e0	-1.3972728532575954e2	-3.8349972689418784e-13
1.0254254254254254e0	-1.4591601429008048e2	2.5426182751718327e-13
1.0258258258258257e0	-1.525428109433099e2	-5.853618190703315e-13
1.0262262262262263e0	-1.5965648686321225e2	6.155678473031988e-13
1.0266266266266266e0	-1.673133739443109e2	1.754340876422969e-14
1.027027027027027e0	-1.755788493409729e2	5.278625086591358e-13
1.0274274274274275e0	-1.8452921261869858e2	-5.214289323373887e-13
1.027827827827828e0	-1.942540773943965e2	9.571510322586557e-13
1.0282282282282282e0	-2.0485939992515233e2	4.939068797888157e-13
1.0286286286286286e0	-2.1647138617856072e2	-4.503876169596472e-13
1.029029029029029e0	-2.2924157642489143e2	2.069874159653293e-13
1.0294294294294295e0	-2.4335352567442288e2	6.040989973478554e-14
1.0298298298298298e0	-2.590317402013369e2	4.779634475610008e-13
1.0302302302302302e0	-2.7655377309460795e2	-6.743260300134961e-13
1.0306306306306305e0	-2.9626686924862895e2	7.178909053125832e-13
1.031031031031031e0	-3.186113080771624e2	3.2875462107963135e-14
1.0314314314314315e0	-3.44153796592923e2	-5.287075540983381e-13
1.0318318318318318e0	-3.736363573698333e2	-3.7501316894250356e-13
1.0322322322322321e0	-4.0804981242820736e2	-5.154745356170795e-14
1.0326326326326327e0	-4.487475977715746e2	7.022065107855357e-13
1.033033033033033e0	-4.976283443221592e2	-3.2182812515547146e-13
1.0334334334334334e0	-5.5744116455025e2	-3.6636889114570085e-13
1.0338338338338338e0	-6.323218856502745e2	7.080827321072227e-13
1.0342342342342343e0	-7.287936259897607e2	-2.2072067081262037e-13
1.0346346346346347e0	-8.577797283781455e2	-6.128061216487343e-13
1.035035035035035e0	-1.039066682817225e3	8.562139711051173e-14
1.0354354354354354e0	-1.3125810185140833e3	6.8667091923593e-13
1.0358358358358357e0	-1.7727604443539658e3	2.589088801901821e-13
1.0362362362362363e0	-2.709790559720193e3	-5.846066041482427e-14
1.0366366366366366e0	-5.662257227178764e3	2.556296571104438e-13
1.037037037037037e0	7.547954157797806e4	2.6251536075666815e-12
1.0374374374374375e0	4.984957179630688e3	7.478732874383195e-13
1.037837837837838e0	2.5938963735675648e3	-5.832757437499446e-14
1.0382382382382382e0	1.760374425764998e3	2.876362729395621e-13
1.0386386386386386e0	1.336389340742223e3	-4.2928253990798705e-13
1.039039039039039e0	1.0796219440215943e3	-5.852834625492123e-13
1.0394394394394395e0	9.074305231298142e2	4.348181774379093e-13
1.0398398398398399e0	7.839282049635482e2	4.772011253878784e-13
1.0402402402402402e0	6.910154322458443e2	-4.128801926575054e-13
1.0406406406406405e0	6.185746210088431e2	-1.9924817462961266e-13
1.0410410410410411e0	5.605070024910447e2	-7.718816569666194e-13
1.0414414414414415e0	5.12917472501215e2	-2.133811971650194e-13
1.0418418418418418e0	4.7320174311522453e2	-3.964731117557808e-13
1.0422422422422422e0	4.3955254237786403e2	1.1235028052964159e-12
1.0426426426426427e0	4.1067638213189366e2	5.830281356638974e-13
1.043043043043043e0	3.856230953245131e2	-5.669864666622777e-13
1.0434434434434434e0	3.636790238249286e2	5.865002491091466e-13
1.0438438438438438e0	3.4429773143719507e2	2.0082119318195727e-13
1.0442442442442443e0	3.2705374675833013e2	-7.446043644106413e-13
1.0446446446446447e0	3.1161083782145903e2	1.2616917070184078e-13
1.045045045045045e0	2.976997804664363e2	5.455304032237555e-13
1.0454454454454454e0	2.8510246595758156e2	-1.6880751910167358e-13
1.0458458458458457e0	2.7364031265470135e2	-3.127303488520301e-13
1.0462462462462463e0	2.6316570124974095e2	-3.60698135844346e-13
1.0466466466466466e0	2.5355554534912497e2	-1.0483142248523909e-13
1.047047047047047e0	2.4470639607919392e2	-1.4391863556057534e-13
1.0474474474474476e0	2.3653067591747592e2	4.170911388595949e-13
1.047847847847848e0	2.2895375016593854e2	5.787670832305328e-13
1.0482482482482482e0	2.2191161649772255e2	-2.336360106876845e-13
1.0486486486486486e0	2.153490816013889e2	-4.397282617636602e-14
1.049049049049049e0	2.0921829205326142e2	3.304591008153237e-13
1.0494494494494495e0	2.034775564699135e2	-1.8921273879449275e-13
1.0498498498498499e0	1.9809038277261408e2	-4.2550299515034303e-13
1.0502502502502502e0	1.9302469253056086e2	-2.131940092264352e-14
1.0506506506506508e0	1.8825217234400438e2	-1.4479323777405624e-13
1.0510510510510511e0	1.8374773885891457e2	-4.370417650826712e-13
1.0514514514514515e0	1.7948909087197603e2	-1.9631229196624114e-13
1.0518518518518518e0	1.7545633242483765e2	2.953550805571015e-14
1.0522522522522522e0	1.7163165786095314e2	-4.308164589012535e-14
1.0526526526526525e0	1.679990867226456e2	-4.1171642881140587e-13
1.053053053053053e0	1.6454423005533533e2	7.568086850327726e-13
1.0534534534534534e0	1.6125410122065693e2	3.197769805473896e-13
1.0538538538538538e0	1.5811694999236806e2	5.596075286347231e-13
1.0542542542542543e0	1.5512211531843468e2	7.865565918861658e-13
1.0546546546546547e0	1.522599049748893e2	5.75148102550668e-13
1.055055055055055e0	1.4952148592467432e2	-4.308045252575779e-14
1.0554554554554554e0	1.468987934158474e2	2.553730416399194e-14
1.0558558558558557e0	1.4438444522565032e2	5.462746838666078e-14
1.0562562562562563e0	1.4197167415059135e2	7.907637814187921e-13
1.0566566566566566e0	1.3965426778434016e2	-6.048961111347368e-13
1.057057057057057e0	1.3742650596458904e2	6.906102684514784e-13
1.0574574574574576e0	1.3528311798644987e2	5.140704572210595e-13
1.057857857857858e0	1.332192365160591e2	-6.222126581120502e-13
1.0582582582582583e0	1.3123036477408954e2	-3.051100770368836e-13
1.0586586586586586e0	1.2931233419956936e2	-6.393087313979249e-13
1.059059059059059e0	1.2746128094919199e2	8.851267353975301e-13
1.0594594594594595e0	1.2567361822952704e2	4.981882387488376e-13
1.0598598598598599e0	1.2394600641302482e2	2.6169549807914173e-13
1.0602602602602602e0	1.2227533945953219e2	-1.1735752938826757e-13
1.0606606606606608e0	1.2065871974103307e2	8.10509602114422e-15
1.0610610610610611e0	1.1909344401778031e2	-3.6928095643498575e-13
1.0614614614614615e0	1.1757698400691777e2	-1.117167699954673e-12
1.0618618618618618e0	1.1610697487766743e2	4.736464924355317e-13
1.0622622622622622e0	1.1468120485726088e2	1.454468135778784e-13
1.0626626626626625e0	1.1329759582634817e2	3.9248385629458446e-13
1.063063063063063e0	1.1195419669009753e2	7.516584334750879e-13
1.0634634634634634e0	1.1064918093951238e2	3.293081802595234e-13
1.0638638638638638e0	1.0938082353027852e2	5.900005931901458e-13
1.0642642642642643e0	1.0814750509201573e2	1.1554628770158834e-12
1.0646646646646647e0	1.0694769836643668e2	1.0076842973091191e-12
1.065065065065065e0	1.0577996319030639e2	5.055070676200605e-13
1.0654654654654654e0	1.0464294061571871e2	-7.699732552893951e-13
1.0658658658658657e0	1.0353534898237211e2	-3.0843313233848746e-13
1.0662662662662663e0	1.0245597209638997e2	-6.079835718736524e-13
1.0666666666666667e0	1.0140366254660722e2	-3.9370122995562075e-13
1.067067067067067e0	1.0037733453141402e2	-3.8837162597799645e-13
1.0674674674674676e0	9.937595896730673e1	-3.545081848039168e-13
1.067867867867868e0	9.83985569594676e1	8.994264425389721e-13
1.0682682682682683e0	9.744420298892294e1	4.2745207615155865e-13
1.0686686686686686e0	9.651201888569227e1	6.26966276498889e-13
1.069069069069069e0	9.56011669196867e1	7.727434554782516e-14
1.0694694694694695e0	9.47108538756616e1	-2.353757238642239e-13
1.0698698698698699e0	9.384032207295151e1	-5.888830360535321e-13
1.0702702702702702e0	9.298885393693251e1	2.1994279170001164e-13
1.0706706706706708e0	9.21557615841275e1	4.92733730183201e-13
1.0710710710710711e0	9.13403946089387e1	-4.3166913462270103e-13
1.0714714714714715e0	9.054212659958905e1	4.46435340119276e-13
1.0718718718718718e0	8.976036528907933e1	-1.1513384527844102e-12
1.0722722722722722e0	8.8994541034138e1	1.0004537347312918e-12
1.0726726726726725e0	8.82441147442012e1	5.97207616497514e-13
1.073073073073073e0	8.750856573643824e1	1.1146981650100341e-13
1.0734734734734734e0	8.678739926390382e1	-5.268722643395676e-13
1.0738738738738738e0	8.608014132675095e1	5.393623922735538e-13
1.0742742742742744e0	8.538633847771182e1	-2.027881740787478e-13
1.0746746746746747e0	8.470555472183914e1	3.122592282774447e-13
1.075075075075075e0	8.403737515871775e1	2.0495298856598997e-13
1.0754754754754754e0	8.338140184836139e1	4.957284395962753e-13
1.0758758758758757e0	8.27372490158467e1	7.444250372535135e-14
1.0762762762762763e0	8.210455050956014e1	-1.4599828831721114e-14
1.0766766766766767e0	8.148295543592803e1	-7.899447959207816e-14
1.077077077077077e0	8.087212376134362e1	2.12502283988141e-13
1.0774774774774776e0	8.027173199864285e1	8.331329849136739e-13
1.077877877877878e0	7.968146624889884e1	2.8472398020267307e-13
1.0782782782782783e0	7.91010269708475e1	8.326882738743097e-15
1.0786786786786786e0	7.853012486683096e1	-6.123587400863234e-13
1.079079079079079e0	7.796848213999726e1	-2.1216882388047983e-13
1.0794794794794795e0	7.741583031726987e1	-1.8402391778864545e-13
1.0798798798798799e0	7.687191256765398e1	-8.010450249591091e-14
1.0802802802802802e0	7.633648161024048e1	1.410571553704944e-13
1.0806806806806808e0	7.58092961333537e1	8.8103794051704e-13
1.0810810810810811e0	7.529012684165323e1	1.3800388409409434e-13
1.0814814814814815e0	7.477875288294138e1	7.859446505525334e-13
1.0818818818818818e0	7.42749575024767e1	-9.655825126097624e-13
1.0822822822822822e0	7.377853463804152e1	7.19107292831742e-13
1.0826826826826825e0	7.328928398225463e1	-7.893857348225874e-14
1.083083083083083e0	7.280701302733476e1	-7.952143119388093e-13
1.0834834834834834e0	7.23315356593389e1	-6.199616770237786e-13
1.0838838838838838e0	7.186267180228083e1	-2.5119321650052534e-13
1.0842842842842844e0	7.140024678383166e1	2.9538094062967e-13
1.0846846846846847e0	7.094409349826694e1	-1.7725072397355238e-13
1.085085085085085e0	7.049404800714046e1	-7.186063409228341e-13
1.0854854854854854e0	7.004995440814582e1	-1.3994639938440783e-13
1.0858858858858857e0	6.961165932108194e1	1.2962108835736006e-13
1.0862862862862863e0	6.917901375278096e1	-3.3051981903794063e-13
1.0866866866866867e0	6.875187921426269e1	-4.916717093434299e-13
1.087087087087087e0	6.833011314154652e1	2.448088228518581e-13
1.0874874874874876e0	6.791358269243348e1	4.620834887621508e-13
1.087887887887888e0	6.750215982740364e1	2.1477662484553638e-13
1.0882882882882883e0	6.709571717885157e1	-2.4214407738871005e-13
1.0886886886886886e0	6.66941323942896e1	-2.0062093310162074e-13
1.089089089089089e0	6.629728747552751e1	3.135325938525696e-13
1.0894894894894895e0	6.59050680624536e1	8.061472018677185e-13
1.0898898898898899e0	6.551736319030447e1	4.391008872193071e-14
1.0902902902902902e0	6.513406435591335e1	-1.1602031262107124e-14
1.0906906906906908e0	6.475506422708341e1	-1.227372542277879e-12
1.0910910910910911e0	6.438026432329478e1	1.3050892334917633e-13
1.0914914914914915e0	6.400956232914102e1	-7.233223953573116e-14
1.0918918918918918e0	6.3642864226144745e1	-3.136431909309199e-14
1.0922922922922922e0	6.328007554006774e1	6.293402138861733e-13
1.0926926926926925e0	6.292110569738853e1	-6.414972399392379e-13
1.093093093093093e0	6.256586794328193e1	2.6645778893665158e-14
1.0934934934934935e0	6.221427187359266e1	-1.718652440429134e-13
1.0938938938938938e0	6.186623901202945e1	3.111171174708755e-13
1.0942942942942944e0	6.1521683591531065e1	1.0072376819234386e-12
1.0946946946946947e0	6.118052964821254e1	-4.2280716103501964e-13
1.095095095095095e0	6.0842697871508946e1	5.918966216572269e-13
1.0954954954954954e0	6.050811216256241e1	4.672721230299416e-13
1.0958958958958958e0	6.0176705696045104e1	8.906896378256467e-14
1.0962962962962963e0	5.9848398404906554e1	6.425510095637049e-14
1.0966966966966967e0	5.952312741218638e1	-1.625112562493177e-13
1.097097097097097e0	5.920082124653022e1	-2.3506534934926374e-13
1.0974974974974976e0	5.8881416574350986e1	8.499155728143158e-13
1.097897897897898e0	5.85648484423808e1	-3.781472863994442e-13
1.0982982982982983e0	5.825105238206775e1	9.41121416301379e-13
1.0986986986986986e0	5.793997025069218e1	-3.989919019450362e-13
1.099099099099099e0	5.763153911785205e1	3.1122751746916677e-13
1.0994994994994995e0	5.732570156934741e1	-3.3296038334932406e-13
1.0998998998999e0	5.70224045258365e1	-6.228989574957661e-13
1.1003003003003002e0	5.672158662274489e1	4.0451511330676624e-13
1.1007007007007008e0	5.6423196488814376e1	7.207107193134801e-13
1.1011011011011012e0	5.6127183642602375e1	-7.666189413811057e-14
1.1015015015015015e0	5.583349196117261e1	2.658185605340376e-13
1.1019019019019018e0	5.5542073022104255e1	-3.4570008814591086e-13
1.1023023023023022e0	5.5252877252542476e1	6.025533727125891e-13
1.1027027027027025e0	5.496585666673786e1	-3.2579900496139727e-13
1.103103103103103e0	5.468096279398388e1	-3.155847866668814e-14
1.1035035035035035e0	5.439815209155938e1	-1.5848627181809527e-13
1.1039039039039038e0	5.411737682895561e1	3.669331452236793e-13
1.1043043043043044e0	5.383859439285684e1	6.093254441300076e-13
1.1047047047047047e0	5.356176062002216e1	-1.0788720087206648e-13
1.105105105105105e0	5.328683354805487e1	-4.914182320014773e-13
1.1055055055055054e0	5.301377185837112e1	-7.631206612255677e-13
1.1059059059059058e0	5.274253418418769e1	9.912185180706382e-13
1.1063063063063063e0	5.2473082475806635e1	6.661414018521934e-13
1.1067067067067067e0	5.220537590434296e1	9.23077588489886e-13
1.107107107107107e0	5.193937845917274e1	1.3458828912921856e-13
1.1075075075075076e0	5.167505197769784e1	-7.647855873486898e-13
1.107907907907908e0	5.141235899606237e1	-1.8632521929523243e-13
1.1083083083083083e0	5.115126360464428e1	6.19094826698792e-13
1.1087087087087086e0	5.089173159829014e1	6.877627924978909e-13
1.109109109109109e0	5.063372686997908e1	1.826336293068945e-14
1.1095095095095096e0	5.037721907140817e1	-3.7009674175782884e-13
1.10990990990991e0	5.012217014414257e1	-9.48806488866238e-13
1.1103103103103102e0	4.986855144789046e1	-5.365208158169513e-13
1.1107107107107108e0	4.961632851102227e1	6.568146564774297e-13
1.1111111111111112e0	4.9365471418282475e1	5.344945310024352e-13
1.1115115115115115e0	4.91159489005661e1	4.224440962111259e-14
1.1119119119119119e0	4.8867729100440634e1	-8.831634288245556e-13
1.1123123123123122e0	4.862078426951428e1	5.356878761314288e-13
1.1127127127127125e0	4.837508387826614e1	1.431924087422023e-13
1.1131131131131131e0	4.813060014600367e1	-8.031708353171115e-13
1.1135135135135135e0	4.7887304488262515e1	-7.549588648300043e-15
1.1139139139139138e0	4.764516843220849e1	-3.914960955534351e-13
1.1143143143143144e0	4.7404164334945754e1	2.0036937636758646e-13
1.1147147147147147e0	4.716426670813761e1	-2.4375172500240786e-13
1.115115115115115e0	4.692544866764112e1	5.590856926749223e-13
1.1155155155155154e0	4.668768254089323e1	-4.678522361068974e-13
1.1159159159159158e0	4.645094431073663e1	-8.29122019270439e-13
1.1163163163163163e0	4.621520822291155e1	6.097954325560397e-14
1.1167167167167167e0	4.598044875925641e1	1.6248257400957986e-13
1.117117117117117e0	4.574664341414576e1	3.7678523258877473e-13
1.1175175175175176e0	4.551376472468079e1	-6.884275007941356e-13
1.117917917917918e0	4.5281791836108255e1	7.059968722685961e-13
1.1183183183183183e0	4.5050699216108676e1	4.234981667661212e-13
1.1187187187187186e0	4.482046503459555e1	3.4206258823949143e-13
1.119119119119119e0	4.459106593139161e1	-3.465034889579926e-13
1.1195195195195196e0	4.4362478738293234e1	-9.923532700367731e-13
1.11991991991992e0	4.4134682106977024e1	5.199771948168999e-13
1.1203203203203203e0	4.390765407165441e1	-3.387595361310053e-14
1.1207207207207208e0	4.3681372407339445e1	-7.893054925389086e-13
1.1211211211211212e0	4.34558156046979e1	6.794618697353021e-14
1.1215215215215215e0	4.323096279285842e1	-9.457092618346548e-13
1.1219219219219219e0	4.300679285627783e1	6.379807333155246e-13
1.1223223223223222e0	4.278328613897517e1	7.970629873252649e-13
1.1227227227227228e0	4.2560421292706664e1	2.797089401899976e-13
1.1231231231231231e0	4.2338176730671776e1	-7.355560463148616e-13
1.1235235235235235e0	4.211653562745034e1	1.0970473009494968e-13
1.1239239239239238e0	4.189547538757246e1	-4.589418280491788e-14
1.1243243243243244e0	4.1674977817284564e1	8.088727682484211e-13
1.1247247247247247e0	4.1455023499711096e1	-4.0062687379210617e-13
1.125125125125125e0	4.1235592708522105e1	5.62512397036249e-13
1.1255255255255254e0	4.1016667008091574e1	-5.697149787076887e-13
1.1259259259259258e0	4.0798226509298146e1	1.5509924337484432e-13
1.1263263263263263e0	4.058025454939346e1	5.345760937170593e-13
1.1267267267267267e0	4.0362730433853486e1	5.185471004503571e-13
1.127127127127127e0	4.0145637815489955e1	6.059360869103879e-13
1.1275275275275276e0	3.992895762322016e1	-1.009546459721804e-12
1.127927927927928e0	3.9712669951733474e1	3.8065637360863974e-13
1.1283283283283283e0	3.949676099973772e1	-4.757336970585071e-13
1.1287287287287286e0	3.928120950345106e1	-2.939334598930127e-14
1.129129129129129e0	3.9065998792834925e1	4.2803536728368213e-13
1.1295295295295296e0	3.885111020926603e1	-3.612133637226201e-13
1.12992992992993e0	3.863652967516696e1	7.259516586630383e-13
1.1303303303303303e0	3.842223691473403e1	2.4336240539689685e-13
1.1307307307307308e0	3.8208216254361915e1	-1.3843178780086046e-13
1.1311311311311312e0	3.799444896383284e1	6.286953817148511e-13
1.1315315315315315e0	3.778091966591845e1	-4.250792076571348e-14
1.1319319319319319e0	3.756761110781779e1	-4.215542004910288e-13
1.1323323323323322e0	3.735450681891439e1	4.568317179034928e-13
1.1327327327327328e0	3.7141587415330434e1	2.6936943518260285e-13
1.1331331331331331e0	3.69288380876987e1	2.9568185546989136e-13
1.1335335335335335e0	3.6716242782649076e1	3.711496777476322e-13
1.1339339339339338e0	3.650378465797729e1	-7.897893662174874e-13
