position	wave function	potential
5.453982434976776e1	8.384346052206262e-40	-2.5503875378147658e-2
5.476185350726082e1	8.443565970913597e-40	-2.488971122584413e-2
5.498388266475387e1	8.502398504427507e-40	-2.4292732650216045e-2
5.5205911822246925e1	8.560850309623221e-40	-2.3712392262542355e-2
5.542794097973998e1	8.618927926936935e-40	-2.3148162210537622e-2
5.564997013723303e1	8.676637781872615e-40	-2.2599533406699016e-2
5.587199929472609e1	8.733986186534514e-40	-2.2066014790046974e-2
5.609402845221914e1	8.790979341181266e-40	-2.154713261968945e-2
5.653808676720525e1	8.903924151683353e-40	-2.0551465227027315e-2
5.698214508219136e1	9.015519638589299e-40	-1.9609062723671387e-2
5.742620339717747e1	9.125811539363802e-40	-1.871669334728304e-2
5.7870261712163575e1	9.234843955229938e-40	-1.7871344259773946e-2
5.8314320027149684e1	9.342659402685748e-40	-1.707020519298605e-2
5.875837834213579e1	9.449298864766174e-40	-1.631065342823949e-2
5.92024366571219e1	9.554801841826284e-40	-1.5590239991946576e-2
5.964649497210801e1	9.65920640166007e-40	-1.4906676960677753e-2
6.009055328709412e1	9.762549228801618e-40	-1.4257825779117292e-2
6.0534611602080226e1	9.864865672884206e-40	-1.3641686503385304e-2
6.0978669917066334e1	9.966189795957347e-40	-1.3056387890336743e-2
6.142272823205244e1	1.0066554418683119e-39	-1.2500178260773875e-2
6.186678654703855e1	1.0165991165351531e-39	-1.1971417071111766e-2
6.231084486202466e1	1.0264530507670208e-39	-1.1468567133992325e-2
6.275490317701077e1	1.0362201807297374e-39	-1.0990187433718988e-2
6.3198961491996876e1	1.045903335709854e-39	-1.0534926487241122e-2
6.3643019806982984e1	1.0555052421117043e-39	-1.0101516205808096e-2
6.40870781219691e1	1.0650285273257028e-39	-9.688766216385338e-3
6.453113643695521e1	1.0744757234684427e-39	-9.295558605521058e-3
6.497519475194132e1	1.08384927099572e-39	-8.92084305161028e-3
6.541925306692742e1	1.0931515221901222e-39	-8.563632314456834e-3
6.586331138191353e1	1.1023847445252003e-39	-8.222998053713503e-3
6.630736969689964e1	1.1115511239085901e-39	-7.898066950213263e-3
6.675142801188575e1	1.1206527678066991e-39	-7.588017106414504e-3
6.719548632687186e1	1.129691708253775e-39	-7.292074704191907e-3
6.763954464185797e1	1.1386699047483717e-39	-7.009510900032007e-3
6.808360295684408e1	1.1475892470402834e-39	-6.739638939355506e-3
6.852766127183018e1	1.156451557811168e-39	-6.481811473203241e-3
6.897171958681629e1	1.1652585952520773e-39	-6.23541806190303e-3
6.94157779018024e1	1.1740120555411871e-39	-5.9998828515933885e-3
6.985983621678851e1	1.1827135752249899e-39	-5.774662410628683e-3
7.030389453177462e1	1.191364733506212e-39	-5.559243713938831e-3
7.119201116174683e1	1.2085220090325619e-39	-5.155900340944542e-3
7.208012779171905e1	1.225495450242089e-39	-4.786288373372979e-3
7.296824442169127e1	1.2422958396638043e-39	-4.447222131740313e-3
7.385636105166348e1	1.2589332328982938e-39	-4.135850439201037e-3
7.47444776816357e1	1.2754170126838851e-39	-3.8496180478369804e-3
7.563259431160792e1	1.2917559387157992e-39	-3.586231901890156e-3
7.652071094158013e1	1.3079581935482646e-39	-3.343631583768835e-3
7.740882757155235e1	1.3240314248880575e-39	-3.1199633834283176e-3
7.829694420152457e1	1.339982784566615e-39	-2.9135575118776017e-3
7.918506083149678e1	1.3558189644571437e-39	-2.7229080474813305e-3
8.0073177461469e1	1.3715462295832418e-39	-2.546655261391312e-3
8.096129409144122e1	1.387170448646636e-39	-2.3835700174941977e-3
8.184941072141343e1	1.4026971221837812e-39	-2.2325399840652e-3
8.273752735138565e1	1.4181314085443528e-39	-2.092557430007739e-3
8.362564398135787e1	1.4334781478690347e-39	-1.9627084090835826e-3
8.451376061133008e1	1.4487418842295269e-39	-1.8421631616900558e-3
8.54018772413023e1	1.4639268860802482e-39	-1.7301675861845828e-3
8.628999387127452e1	1.4790371651588178e-39	-1.6260356510499076e-3
8.717811050124673e1	1.494076493960986e-39	-1.5291426358049166e-3
8.806622713121895e1	1.509048421905157e-39	-1.438919102891488e-3
8.895434376119117e1	1.5239562902920022e-39	-1.3548455151409634e-3
9.07305770211356e1	1.5535922548616023e-39	-1.203291163984007e-3
9.250681028108004e1	1.5830074572563875e-39	-1.0711506347989952e-3
9.428304354102447e1	1.6122224244730465e-39	-9.556332377603375e-4
9.60592768009689e1	1.641255457575758e-39	-8.543915587090365e-4
9.783551006091334e1	1.6701229048233137e-39	-7.654445919302423e-4
9.961174332085777e1	1.6988393977417245e-39	-6.871152835291732e-4
1.013879765808022e2	1.7274180555946306e-39	-6.179795879216747e-4
