position	wave function
7.098467210090728e0	-6.518409282049097e-48
7.100194388186228e0	-6.693535110521525e-48
7.101921566281728e0	-6.873006641404611e-48
7.103648744377228e0	-7.056921971899418e-48
7.105375922472728e0	-7.245381166818255e-48
7.107103100568228e0	-7.438486292243302e-48
7.108830278663728e0	-7.636341449634864e-48
7.110557456759228e0	-7.839052810392007e-48
7.113148223902478e0	-8.15246267165969e-48
7.116602580093478e0	-8.588367825872457e-48
7.1200569362844774e0	-9.045717407822387e-48
7.123511292475477e0	-9.525466271687588e-48
7.126965648666477e0	-1.0028606778128575e-47
7.130420004857477e0	-1.055617003546836e-47
7.133874361048477e0	-1.11092271720311e-47
7.137328717239477e0	-1.1688890640024646e-47
7.140783073430477e0	-1.2296315551342051e-47
7.144237429621477e0	-1.293270104564523e-47
7.147691785812476e0	-1.3599291691080185e-47
7.151146142003476e0	-1.429737891795927e-47
7.154600498194476e0	-1.5028302485732494e-47
7.158054854385476e0	-1.5793451983553105e-47
7.161509210576476e0	-1.6594268364726507e-47
7.164963566767476e0	-1.7432245515314604e-47
7.168417922958476e0	-1.8308931857148407e-47
7.171872279149476e0	-1.9225931985484536e-47
7.175326635340475e0	-2.0184908341518112e-47
7.178780991531475e0	-2.11875829199469e-47
7.182235347722475e0	-2.223573901175558e-47
7.185689703913475e0	-2.3331222982370156e-47
7.189144060104475e0	-2.4475946085304603e-47
7.192598416295475e0	-2.5671886311399357e-47
7.196052772486475e0	-2.6921090273725213e-47
7.1995071286774746e0	-2.8225675128195957e-47
7.202961484868474e0	-2.9587830529910144e-47
7.206415841059474e0	-3.100982062520889e-47
7.209870197250474e0	-3.2493986079408206e-47
7.213324553441474e0	-3.404274614013341e-47
7.216778909632474e0	-3.565860073615066e-47
7.220233265823474e0	-3.734413261155707e-47
7.223687622014474e0	-3.910200949515799e-47
7.2271419782054735e0	-4.093498630482137e-47
7.230596334396473e0	-4.284590738656827e-47
7.234050690587473e0	-4.483770878811549e-47
7.237505046778473e0	-4.691342056655212e-47
7.240959402969473e0	-4.907616912978947e-47
7.244413759160473e0	-5.132917961138687e-47
7.247868115351473e0	-5.3675778278308605e-47
7.251322471542473e0	-5.611939497113224e-47
7.2547768277334725e0	-5.866356557618127e-47
7.258231183924472e0	-6.131193452900928e-47
7.261685540115472e0	-6.40682573486202e-47
7.265139896306472e0	-6.693640320176031e-47
7.268594252497472e0	-6.992035749657556e-47
7.272048608688472e0	-7.302422450487539e-47
7.275502964879472e0	-7.625223001219439e-47
7.278957321070472e0	-7.960872399479714e-47
7.2824116772614715e0	-8.309818332271928e-47
7.285866033452471e0	-8.672521448788705e-47
7.289320389643471e0	-9.049455635630252e-47
7.292774745834471e0	-9.441108294323427e-47
7.296229102025471e0	-9.847980621029154e-47
7.299683458216471e0	-1.0270587888321746e-46
7.303137814407471e0	-1.0709459728916768e-46
7.306592170598471e0	-1.1165140421219868e-46
7.3100465267894705e0	-1.1638189176562328e-46
7.31350088298047e0	-1.212918042798395e-46
7.31695523917147e0	-1.2638704120418232e-46
7.32040959536247e0	-1.3167366002128828e-46
7.32386395155347e0	-1.3715787917240071e-46
7.32731830774447e0	-1.4284608099199676e-46
7.33077266393547e0	-1.4874481465004087e-46
7.33422702012647e0	-1.54860799100134e-46
7.3376813763174695e0	-1.6120092603173917e-46
7.341135732508469e0	-1.6777226282463594e-46
7.344590088699469e0	-1.7458205550366668e-46
7.348044444890469e0	-1.8163773169180094e-46
7.351498801081469e0	-1.889469035594728e-46
7.354953157272469e0	-1.965173707680903e-46
7.358407513463469e0	-2.0435712340555466e-46
7.361861869654469e0	-2.1247434491156677e-46
7.3653162258454685e0	-2.2087741499043893e-46
7.368770582036468e0	-2.295749125090792e-46
7.372224938227468e0	-2.3857561837774265e-46
7.375679294418468e0	-2.478885184110997e-46
7.379133650609468e0	-2.5752280616710407e-46
7.382588006800468e0	-2.6748788576108355e-46
7.386042362991468e0	-2.77793374652437e-46
7.389496719182468e0	-2.8844910640124424e-46
7.3929510753734675e0	-2.9946513339205422e-46
7.396405431564467e0	-3.1085172952205173e-46
7.399859787755467e0	-3.226193928507642e-46
7.403314143946467e0	-3.3477884820840406e-46
7.406768500137467e0	-3.4734104975988995e-46
7.410222856328467e0	-3.603171835215502e-46
7.413677212519467e0	-3.737186698274565e-46
7.417131568710467e0	-3.875571657422877e-46
7.4205859249014665e0	-4.0184456741758025e-46
7.424040281092466e0	-4.165930123881607e-46
7.427494637283466e0	-4.3181488180554304e-46
7.430948993474466e0	-4.475228026049885e-46
7.434403349665466e0	-4.637296496029374e-46
7.437857705856466e0	-4.8044854752143504e-46
7.441312062047466e0	-4.976928729361625e-46
7.444766418238466e0	-5.154762561446239e-46
7.4482207744294655e0	-5.338125829510642e-46
7.451675130620465e0	-5.5271599636457884e-46
7.455129486811465e0	-5.7220089820691846e-46
7.458583843002465e0	-5.922819506264177e-46
7.462038199193465e0	-6.129740775144726e-46
7.465492555384465e0	-6.342924658209675e-46
7.468946911575465e0	-6.5625256676503366e-46
7.472401267766465e0	-6.78870096937492e-46
7.4758556239574645e0	-7.021610392913064e-46
7.479309980148464e0	-7.261416440164425e-46
7.482764336339464e0	-7.508284292953557e-46
7.486218692530464e0	-7.762381819354865e-46
7.489673048721464e0	-8.023879578750578e-46
7.493127404912464e0	-8.292950825584629e-46
7.496581761103464e0	-8.569771511775667e-46
7.500036117294464e0	-8.854520287752239e-46
7.5034904734854635e0	-9.147378502073233e-46
7.506944829676463e0	-9.448530199596757e-46
7.510399185867463e0	-9.758162118160833e-46
7.513853542058463e0	-1.0076463683739854e-45
7.517307898249463e0	-1.0403627004039975e-45
7.520762254440463e0	-1.0739846860497396e-45
7.524216610631463e0	-1.1085320698644095e-45
7.527670966822463e0	-1.1440248616805401e-45
7.5311253230134625e0	-1.1804833353093894e-45
7.534579679204462e0	-1.2179280270665026e-45
7.538034035395462e0	-1.2563797341200265e-45
7.541488391586462e0	-1.295859512658336e-45
7.544942747777462e0	-1.3363886758736055e-45
7.548397103968462e0	-1.3779887917580577e-45
7.551851460159462e0	-1.420681680709639e-45
7.555305816350462e0	-1.4644894129438723e-45
7.5587601725414615e0	-1.5094343057088172e-45
7.562214528732461e0	-1.555538920300042e-45
7.565668884923461e0	-1.60282605887256e-45
7.569123241114461e0	-1.65131876104686e-45
7.572577597305461e0	-1.7010403003061434e-45
7.576031953496461e0	-1.7520141801820132e-45
7.579486309687461e0	-1.8042641302259094e-45
7.582940665878461e0	-1.8578141017636357e-45
7.5863950220694605e0	-1.912688263430511e-45
7.58984937826046e0	-1.9689109964847177e-45
7.59330373445146e0	-2.0265068898965288e-45
7.59675809064246e0	-2.085500735211115e-45
7.60021244683346e0	-2.1459175211829217e-45
7.60366680302446e0	-2.2077824281794422e-45
7.60712115921546e0	-2.2711208223526552e-45
7.61057551540646e0	-2.3359582495762438e-45
7.6140298715974595e0	-2.402320429146882e-45
7.615757049692959e0	-2.4360813841593308e-45
7.619211405883959e0	-2.5047792791511052e-45
7.625256529218209e0	-2.6288417690019318e-45
7.632165241600209e0	-2.7767702372055095e-45
7.639073953982209e0	-2.9314548268739904e-45
7.645982666364208e0	-3.0931100996578954e-45
7.652891378746208e0	-3.2619522752596796e-45
7.659800091128208e0	-3.438198946476373e-45
7.666708803510208e0	-3.622068778541735e-45
7.673617515892207e0	-3.813781192804841e-45
7.680526228274207e0	-4.0135560348242393e-45
7.687434940656207e0	-4.221613227000219e-45
7.6943436530382066e0	-4.438172405912146e-45
7.701252365420206e0	-4.66345254457354e-45
7.708161077802206e0	-4.897671559863511e-45
7.715069790184206e0	-5.141045905440719e-45
7.7219785025662055e0	-5.393790150493512e-45
7.728887214948205e0	-5.656116544728205e-45
7.735795927330205e0	-5.928234570046167e-45
7.742704639712205e0	-6.210350479409058e-45
7.7496133520942045e0	-6.502666823440892e-45
7.756522064476204e0	-6.80538196536387e-45
7.763430776858204e0	-7.118689584913862e-45
7.770339489240204e0	-7.442778171929577e-45
7.7772482016222035e0	-7.777830510357153e-45
7.784156914004203e0	-8.12402315345925e-45
